CVE ID,Channel ID,Message,Timestamp,Message URL
CVE-2022-25161,1385513396,"CVE-2022-25161
Description: Improper Input Validation vulnerability in Mitsubishi Electric MELSEC iQ-F series FX5U-xMy/z(x=32,64,80, y=T,R, z=ES,DS,ESS,DSS) versions prior to 1.270, Mitsubishi Electric MELSEC iQ-F series FX5UC-xMy/z(x=32,64,96, y=T,R, z=D,DSS) versions prior to 1.270, Mitsubishi Electric MELSEC iQ-F series FX5UC-32MT/DS-TS versions prior to 1.270, Mitsubishi Electric MELSEC iQ-F series FX5UC-32MT/DSS-TS versions prior to 1.270, Mitsubishi Electric MELSEC iQ-F series FX5UC-32MR/DS-TS versions prior to 1.270 and Mitsubishi Electric MELSEC iQ-F series FX5UJ-xMy/z(x=24,40,60, y=T,R, z=ES,ESS) versions prior to 1.030 allows a remote unauthenticated attacker to cause a DoS condition for the product's program execution or communication by sending specially crafted packets. System reset of the product is required for recovery.
Link: https://cve.circl.lu/cve/CVE-2022-25161",2025-04-22 11:54:48.040131,https://t.me/CVE_Updates/17534
CVE-2022-22787,1385513396,"CVE-2022-22787
Description: The Zoom Client for Meetings (for Android, iOS, Linux, macOS, and Windows) before version 5.10.0 fails to properly validate the hostname during a server switch request. This issue could be used in a more sophisticated attack to trick an unsuspecting users client to connect to a malicious server when attempting to use Zoom services.
Link: https://cve.circl.lu/cve/CVE-2022-22787",2025-04-22 11:54:48.040313,https://t.me/CVE_Updates/17533
CVE-2022-22778,1385513396,"CVE-2022-22778
Description: The Web Server component of TIBCO Software Inc.'s TIBCO BusinessConnect Trading Community Management contains an easily exploitable vulnerability that allows an unauthenticated attacker with network access to execute Cross-Site Request Forgery (CSRF) on the affected system. A successful attack using this vulnerability requires human interaction from a person other than the attacker. Affected releases are TIBCO Software Inc.'s TIBCO BusinessConnect Trading Community Management: versions 6.1.0 and below.
Link: https://cve.circl.lu/cve/CVE-2022-22778",2025-04-22 11:54:48.040483,https://t.me/CVE_Updates/17532
CVE-2022-22777,1385513396,"CVE-2022-22777
Description: The Web Server component of TIBCO Software Inc.'s TIBCO BusinessConnect Trading Community Management contains easily exploitable Reflected Cross Site Scripting (XSS) vulnerabilities that allow an unauthenticated attacker with network access to execute scripts targeting the affected system or the victim's local system. Affected releases are TIBCO Software Inc.'s TIBCO BusinessConnect Trading Community Management: versions 6.1.0 and below.
Link: https://cve.circl.lu/cve/CVE-2022-22777",2025-04-22 11:54:48.040658,https://t.me/CVE_Updates/17531
CVE-2022-22776,1385513396,"CVE-2022-22776
Description: The Web Server component of TIBCO Software Inc.'s TIBCO BusinessConnect Trading Community Management contains easily exploitable vulnerabilities that allows a low privileged attacker with network access to execute Stored Cross Site Scripting (XSS) on the affected system. A successful attack using these vulnerabilities requires human interaction from a person other than the attacker. Affected releases are TIBCO Software Inc.'s TIBCO BusinessConnect Trading Community Management: versions 6.1.0 and below.
Link: https://cve.circl.lu/cve/CVE-2022-22776",2025-04-22 11:54:48.040838,https://t.me/CVE_Updates/17530
CVE-2022-0883,1385513396,"CVE-2022-0883
Description: SLM has an issue with Windows Unquoted/Trusted Service Paths Security Issue. All installations version 9.x.x prior to 9.20.1 should be patched.
Link: https://cve.circl.lu/cve/CVE-2022-0883",2025-04-22 11:54:48.040957,https://t.me/CVE_Updates/17529
CVE-2021-42704,1385513396,"CVE-2021-42704
Description: Inkscape version 0.19 is vulnerable to an out-of-bounds write, which may allow an attacker to arbitrary execute code.
Link: https://cve.circl.lu/cve/CVE-2021-42704",2025-04-22 11:54:48.041037,https://t.me/CVE_Updates/17528
CVE-2021-42702,1385513396,"CVE-2021-42702
Description: Inkscape version 0.19 can access an uninitialized pointer, which may allow an attacker to have access to unauthorized information.
Link: https://cve.circl.lu/cve/CVE-2021-42702",2025-04-22 11:54:48.041116,https://t.me/CVE_Updates/17527
CVE-2021-42700,1385513396,"CVE-2021-42700
Description: Inkscape 0.19 is vulnerable to an out-of-bounds read, which may allow an attacker to have access to unauthorized information.
Link: https://cve.circl.lu/cve/CVE-2021-42700",2025-04-22 11:54:48.041196,https://t.me/CVE_Updates/17526
CVE-2021-3956,1385513396,"CVE-2021-3956
Description: A read-only authentication bypass vulnerability was reported in the Third Quarter 2021 release of Lenovo XClarity Controller (XCC) firmware affecting XCC devices configured in LDAP Authentication Only Mode and using an LDAP server that supports “unauthenticated bind”, such as Microsoft Active Directory. An unauthenticated user can gain read-only access to XCC in such a configuration, thereby allowing the XCC device configuration to be viewed but not changed. XCC devices configured to use local authentication, LDAP Authentication   Authorization Mode, or LDAP servers that support only “authenticated bind” and/or “anonymous bind” are not affected.
Link: https://cve.circl.lu/cve/CVE-2021-3956",2025-04-22 11:54:48.041412,https://t.me/CVE_Updates/17525
CVE-2022-28233,1385513396,"CVE-2022-28233
Description: Acrobat Reader DC versions 22.001.20085 (and earlier), 20.005.3031x (and earlier) and 17.012.30205 (and earlier) are affected by a use-after-free vulnerability in the processing of annotations that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.
Link: https://cve.circl.lu/cve/CVE-2022-28233",2025-04-22 11:54:48.041628,https://t.me/CVE_Updates/17524
CVE-2022-28232,1385513396,"CVE-2022-28232
Description: Acrobat Reader DC versions 22.001.20085 (and earlier), 20.005.3031x (and earlier) and 17.012.30205 (and earlier) are affected by a use-after-free vulnerability in the processing of the collab object that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.
Link: https://cve.circl.lu/cve/CVE-2022-28232",2025-04-22 11:54:48.041778,https://t.me/CVE_Updates/17523
CVE-2022-28230,1385513396,"CVE-2022-28230
Description: Acrobat Reader DC versions 22.001.20085 (and earlier), 20.005.3031x (and earlier) and 17.012.30205 (and earlier) are affected by a use-after-free vulnerability in the processing of the acroform event that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.
Link: https://cve.circl.lu/cve/CVE-2022-28230",2025-04-22 11:54:48.041927,https://t.me/CVE_Updates/17522
CVE-2022-28231,1385513396,"CVE-2022-28231
Description: Acrobat Reader DC versions 22.001.20085 (and earlier), 20.005.3031x (and earlier) and 17.012.30205 (and earlier) is affected by an out-of-bounds read vulnerability when processing a doc object, which could result in a read past the end of an allocated memory structure. An attacker could leverage this vulnerability to execute code in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.
Link: https://cve.circl.lu/cve/CVE-2022-28231",2025-04-22 11:54:48.042093,https://t.me/CVE_Updates/17521
CVE-2022-24761,1385513396,"CVE-2022-24761
Description: Waitress is a Web Server Gateway Interface server for Python 2 and 3. When using Waitress versions 2.1.0 and prior behind a proxy that does not properly validate the incoming HTTP request matches the RFC7230 standard, Waitress and the frontend proxy may disagree on where one request starts and where it ends. This would allow requests to be smuggled via the front-end proxy to waitress and later behavior. There are two classes of vulnerability that may lead to request smuggling that are addressed by this advisory: The use of Python's `int()` to parse strings into integers, leading to ` 10` to be parsed as `10`, or `0x01` to be parsed as `1`, where as the standard specifies that the string should contain only digits or hex digits; and Waitress does not support chunk extensions, however it was discarding them without validating that they did not contain illegal characters. This vulnerability has been patched in Waitress 2.1.1. A workaround is available. When deploying a proxy in front of waitress, turning on any and all functionality to make sure that the request matches the RFC7230 standard. Certain proxy servers may not have this functionality though and users are encouraged to upgrade to the latest version of waitress instead.
Link: https://cve.circl.lu/cve/CVE-2022-24761",2025-04-22 11:54:48.042472,https://t.me/CVE_Updates/17520
CVE-2022-30065,1385513396,"CVE-2022-30065
Description: A use-after-free in Busybox 1.35-x's awk applet leads to denial of service and possibly code execution when processing a crafted awk pattern in the copyvar function.
Link: https://cve.circl.lu/cve/CVE-2022-30065",2025-04-22 11:54:48.042675,https://t.me/CVE_Updates/17519
CVE-2022-29518,1385513396,"CVE-2022-29518
Description: Screen Creator Advance2, HMI GC-A2 series, and Real time remote monitoring and control tool Screen Creator Advance2 versions prior to Ver.0.1.1.3 Build01, HMI GC-A2 series(GC-A22W-CW, GC-A24W-C(W), GC-A26W-C(W), GC-A24, GC-A24-M, GC-A25, GC-A26, and GC-A26-J2), and Real time remote monitoring and control tool(Remote GC) allows a local attacker to bypass authentication due to the improper check for the Remote control setting's account names. This may allow attacker who can access the HMI from Real time remote monitoring and control tool may perform arbitrary operations on the HMI. As a result, the information stored in the HMI may be disclosed, deleted or altered, and/or the equipment may be illegally operated via the HMI.
Link: https://cve.circl.lu/cve/CVE-2022-29518",2025-04-22 11:54:48.042880,https://t.me/CVE_Updates/17518
CVE-2022-29516,1385513396,"CVE-2022-29516
Description: The web console of FUJITSU Network IPCOM series (IPCOM EX2 IN(3200, 3500), IPCOM EX2 LB(1100, 3200, 3500), IPCOM EX2 SC(1100, 3200, 3500), IPCOM EX2 NW(1100, 3200, 3500), IPCOM EX2 DC, IPCOM EX2 DC, IPCOM EX IN(2300, 2500, 2700), IPCOM EX LB(1100, 1300, 2300, 2500, 2700), IPCOM EX SC(1100, 1300, 2300, 2500, 2700), and IPCOM EX NW(1100, 1300, 2300, 2500, 2700)) allows a remote attacker to execute an arbitrary OS command via unspecified vectors.
Link: https://cve.circl.lu/cve/CVE-2022-29516",2025-04-22 11:54:48.043083,https://t.me/CVE_Updates/17517
CVE-2022-28717,1385513396,"CVE-2022-28717
Description: Cross-site scripting vulnerability in Rebooter(WATCH BOOT nino RPC-M2C End of Sale all firmware versions, WATCH BOOT light RPC-M5C End of Sale all firmware versions, WATCH BOOT L-zero RPC-M4L End of Sale all firmware versions, WATCH BOOT mini RPC-M4H End of Sale all firmware versions, WATCH BOOT nino RPC-M2CS firmware version 1.00A to 1.00D, WATCH BOOT light RPC-M5CS firmware version 1.00A to 1.00D, WATCH BOOT L-zero RPC-M4LS firmware version 1.00A to 1.20A, and Signage Rebooter RPC-M4HSi firmware version 1.00A), PoE Rebooter(PoE BOOT nino PoE8M2 firmware version 1.00A to 1.20A), Scheduler(TIME BOOT mini RSC-MT4H End of Sale all firmware versions, TIME BOOT RSC-MT8F End of Sale all firmware versions, TIME BOOT RSC-MT8FP End of Sale all firmware versions, TIME BOOT mini RSC-MT4HS firmware version 1.00A to 1.10A, and TIME BOOT RSC-MT8FS firmware version 1.00A to 1.00E), and Contact Converter(POSE SE10-8A7B1 firmware version 1.00A to 1.20A) allows a remote attacker with the administrative privilege to inject an arbitrary script via unspecified vectors.
Link: https://cve.circl.lu/cve/CVE-2022-28717",2025-04-22 11:54:48.043379,https://t.me/CVE_Updates/17516
CVE-2022-27632,1385513396,"CVE-2022-27632
Description: Cross-site request forgery (CSRF) vulnerability in Rebooter(WATCH BOOT nino RPC-M2C End of Sale all firmware versions, WATCH BOOT light RPC-M5C End of Sale all firmware versions, WATCH BOOT L-zero RPC-M4L End of Sale all firmware versions, WATCH BOOT mini RPC-M4H End of Sale all firmware versions, WATCH BOOT nino RPC-M2CS firmware version 1.00A to 1.00D, WATCH BOOT light RPC-M5CS firmware version 1.00A to 1.00D, WATCH BOOT L-zero RPC-M4LS firmware version 1.00A to 1.20A, and Signage Rebooter RPC-M4HSi firmware version 1.00A), PoE Rebooter(PoE BOOT nino PoE8M2 firmware version 1.00A to 1.20A), Scheduler(TIME BOOT mini RSC-MT4H End of Sale all firmware versions, TIME BOOT RSC-MT8F End of Sale all firmware versions, TIME BOOT RSC-MT8FP End of Sale all firmware versions, TIME BOOT mini RSC-MT4HS firmware version 1.00A to 1.10A, and TIME BOOT RSC-MT8FS firmware version 1.00A to 1.00E), and Contact Converter(POSE SE10-8A7B1 firmware version 1.00A to 1.20A) allows a remote attacker to hijack the authentication of an administrator and conduct arbitrary operations by having a user to view a specially crafted page.
Link: https://cve.circl.lu/cve/CVE-2022-27632",2025-04-22 11:54:48.043732,https://t.me/CVE_Updates/17515
CVE-2022-1795,1385513396,"CVE-2022-1795
Description: Use After Free in GitHub repository gpac/gpac prior to v2.1.0-DEV.
Link: https://cve.circl.lu/cve/CVE-2022-1795",2025-04-22 11:54:48.043894,https://t.me/CVE_Updates/17514
CVE-2022-1782,1385513396,"CVE-2022-1782
Description: Cross-site Scripting (XSS) - Generic in GitHub repository erudika/para prior to v1.45.11.
Link: https://cve.circl.lu/cve/CVE-2022-1782",2025-04-22 11:54:48.043960,https://t.me/CVE_Updates/17513
CVE-2021-27548,1385513396,"CVE-2021-27548
Description: There is a Null Pointer Dereference vulnerability in the XFAScanner::scanNode() function in XFAScanner.cc in xpdf 4.03.
Link: https://cve.circl.lu/cve/CVE-2021-27548",2025-04-22 11:54:48.044048,https://t.me/CVE_Updates/17512
CVE-2022-23068,1385513396,"CVE-2022-23068
Description: ToolJet versions v0.6.0 to v1.10.2 are vulnerable to HTML injection where an attacker can inject malicious code inside the first name and last name field while inviting a new user which will be reflected in the invitational e-mail.
Link: https://cve.circl.lu/cve/CVE-2022-23068",2025-04-22 11:54:48.044145,https://t.me/CVE_Updates/17511
CVE-2022-23067,1385513396,"CVE-2022-23067
Description: ToolJet versions v0.5.0 to v1.2.2 are vulnerable to token leakage via Referer header that leads to account takeover . If the user opens the invite link/signup link and then clicks on any external links within the page, it leaks the password set token/signup token in the referer header. Using these tokens the attacker can access the user’s account.
Link: https://cve.circl.lu/cve/CVE-2022-23067",2025-04-22 11:54:48.044288,https://t.me/CVE_Updates/17510
CVE-2022-1727,1385513396,"CVE-2022-1727
Description: Improper Input Validation in GitHub repository jgraph/drawio prior to 18.0.6.
Link: https://cve.circl.lu/cve/CVE-2022-1727",2025-04-22 11:54:48.044403,https://t.me/CVE_Updates/17509
CVE-2022-1432,1385513396,"CVE-2022-1432
Description: Cross-site Scripting (XSS) - Generic in GitHub repository octoprint/octoprint prior to 1.8.0.
Link: https://cve.circl.lu/cve/CVE-2022-1432",2025-04-22 11:54:48.044470,https://t.me/CVE_Updates/17508
CVE-2022-1430,1385513396,"CVE-2022-1430
Description: Cross-site Scripting (XSS) - DOM in GitHub repository octoprint/octoprint prior to 1.8.0.
Link: https://cve.circl.lu/cve/CVE-2022-1430",2025-04-22 11:54:48.044539,https://t.me/CVE_Updates/17507
CVE-2022-27791,1385513396,"CVE-2022-27791
Description: Acrobat Reader DC versions 22.001.20085 (and earlier), 20.005.3031x (and earlier) and 17.012.30205 (and earlier) is affected by a stack-based buffer overflow vulnerability due to insecure processing of a font, potentially resulting in arbitrary code execution in the context of the current user. Exploitation requires user interaction in that a victim must open a crafted .pdf file
Link: https://cve.circl.lu/cve/CVE-2022-27791",2025-04-22 11:54:48.044661,https://t.me/CVE_Updates/17506
CVE-2022-27794,1385513396,"CVE-2022-27794
Description: Acrobat Reader DC versions 22.001.20085 (and earlier), 20.005.3031x (and earlier) and 17.012.30205 (and earlier) is affected by the use of a variable that has not been initialized when processing of embedded fonts, potentially resulting in arbitrary code execution in the context of the current user. Exploitation requires user interaction in that a victim must open a crafted .pdf file
Link: https://cve.circl.lu/cve/CVE-2022-27794",2025-04-22 11:54:48.044811,https://t.me/CVE_Updates/17505
CVE-2022-27787,1385513396,"CVE-2022-27787
Description: Acrobat Reader DC versions 22.001.20085 (and earlier), 20.005.3031x (and earlier) and 17.012.30205 (and earlier) are affected by an out-of-bounds write vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.
Link: https://cve.circl.lu/cve/CVE-2022-27787",2025-04-22 11:54:48.044981,https://t.me/CVE_Updates/17504
CVE-2014-3394,1385513396,"CVE-2014-3394
Description: The Smart Call Home (SCH) implementation in Cisco ASA Software 8.2 before 8.2(5.50), 8.4 before 8.4(7.15), 8.6 before 8.6(1.14), 8.7 before 8.7(1.13), 9.0 before 9.0(4.8), and 9.1 before 9.1(5.1) allows remote attackers to bypass certificate validation via an arbitrary VeriSign certificate, aka Bug ID CSCun10916.
Link: https://cve.circl.lu/cve/CVE-2014-3394",2025-04-22 11:54:48.045120,https://t.me/CVE_Updates/17503
CVE-2021-30560,1385513396,"CVE-2021-30560
Description: Use after free in Blink XSLT in Google Chrome prior to 91.0.4472.164 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.
Link: https://cve.circl.lu/cve/CVE-2021-30560",2025-04-22 11:54:48.045208,https://t.me/CVE_Updates/17502
CVE-2022-28183,1385513396,"CVE-2022-28183
Description: NVIDIA GPU Display Driver for Windows and Linux contains a vulnerability in the kernel mode layer, where an unprivileged regular user can cause an out-of-bounds read, which may lead to denial of service and information disclosure.
Link: https://cve.circl.lu/cve/CVE-2022-28183",2025-04-22 11:54:48.045293,https://t.me/CVE_Updates/17501
CVE-2022-24388,1385513396,"CVE-2022-24388
Description: Vulnerability in rconfig “date” enables an attacker with user level access to the CLI to inject root level commands into Fidelis Network and Deception CommandPost, Collector, Sensor, and Sandbox components as well as neighboring Fidelis components. The vulnerability is present in Fidelis Network and Deception versions prior to 9.4.5. Patches and updates are available to address this vulnerability.
Link: https://cve.circl.lu/cve/CVE-2022-24388",2025-04-22 11:54:48.045426,https://t.me/CVE_Updates/17500
CVE-2022-30054,1385513396,"CVE-2022-30054
Description: In Covid 19 Travel Pass Management 1.0, the code parameter is vulnerable to SQL injection attacks.
Link: https://cve.circl.lu/cve/CVE-2022-30054",2025-04-22 11:54:48.045529,https://t.me/CVE_Updates/17499
CVE-2022-23706,1385513396,"CVE-2022-23706
Description: A remote cross-site scripting (xss) vulnerability was discovered in HPE OneView version(s): Prior to 7.0. HPE has provided a software update to resolve this vulnerability in HPE OneView.
Link: https://cve.circl.lu/cve/CVE-2022-23706",2025-04-22 11:54:48.045603,https://t.me/CVE_Updates/17498
CVE-2022-30053,1385513396,"CVE-2022-30053
Description: In Toll Tax Management System 1.0, the id parameter appears to be vulnerable to SQL injection attacks.
Link: https://cve.circl.lu/cve/CVE-2022-30053",2025-04-22 11:54:48.045671,https://t.me/CVE_Updates/17497
