cve,timestamp,source,text
CVE-2024-38475,2025-05-08,bleeping computer,"SonicWall has urged its customers to patch three security vulnerabilities affecting its Secure Mobile Access (SMA) appliances, one of them tagged as exploited in attacks. Discovered and reported by Rapid7 cybersecurity researcher Ryan Emmons, the three security flaws (CVE-2025-32819, CVE-2025-32820, and CVE-2025-32821) can be chained by attackers to gain remote code execution as root and compromise vulnerable instances. The vulnerabilities impact SMA 200, SMA 210, SMA 400, SMA 410, and SMA 500v devices and are patched in firmware version 10.2.1.15-81sv and higher. ""SonicWall strongly advises users of the SMA 100 series products (SMA 200, 210, 400, 410, and 500v) to upgrade to the mentioned fixed release version to address these vulnerabilities,""SonicWall saidin a Wednesday advisory. Successful exploitation of CVE-2025-32819 allows threat actors to delete the primary SQLite database, reset the password of the default SMA admin user, and log in as admin to the SMA web interface. Next, they can exploit the CVE-2025-32820 path traversal vulnerability to make the /bin folder writable and then gain remote code execution as root by exploiting CVE-2025-32821. ""An attacker with access to an SMA SSLVPN user account can chain these vulnerabilities to make a sensitive system directory writable, elevate their privileges to SMA administrator, and write an executable file to a system directory. This chain results in root-level remote code execution,""Rapid7 said. ""Based on known (private) IOCs and Rapid7 incident response investigations, we believe this vulnerability may have been used in the wild."" SonicWall advised admins to check their SMA devices' logs for any signs of unauthorized logins and enable the web application firewall and multifactor authentication (MFA) on their SMA100 appliances as a safety measure. Last week, SonicWall warned customers that two other vulnerabilities (CVE-2023-44221andCVE-2024-38475) affecting SMA appliances are now actively exploited in attacks to inject commands and execute code remotely. The companyflagged another high-severity flaw(CVE-2021-20035) as exploited in remote code execution attacks targeting SMA100 VPN appliances in April. One day later, cybersecurity company Arctic Wolf revealed the security bug had been under active exploitationsince at least January 2025. In January, SonicWall also urged admins to patch acritical flaw in SMA1000 secure access gatewaysexploited in zero-day attacks, and one month later warned of anactively exploited authentication bypass flawimpacting Gen 6 and Gen 7 firewalls that lets hackershijack VPN sessions. Based on an analysis of 14M malicious actions, discover the top 10 MITRE ATT&CK techniques behind 93% of attacks and how to defend against them. SonicWall warns of more VPN flaws exploited in attacks SonicWall SMA VPN devices targeted in attacks since January CISA tags recently patched Chrome bug as actively exploited Google tags a tenth Chrome zero-day as exploited this year SAP patches second zero-day flaw exploited in recent attacks"
CVE-2025-32819,2025-05-08,bleeping computer,"SonicWall has urged its customers to patch three security vulnerabilities affecting its Secure Mobile Access (SMA) appliances, one of them tagged as exploited in attacks. Discovered and reported by Rapid7 cybersecurity researcher Ryan Emmons, the three security flaws (CVE-2025-32819, CVE-2025-32820, and CVE-2025-32821) can be chained by attackers to gain remote code execution as root and compromise vulnerable instances. The vulnerabilities impact SMA 200, SMA 210, SMA 400, SMA 410, and SMA 500v devices and are patched in firmware version 10.2.1.15-81sv and higher. ""SonicWall strongly advises users of the SMA 100 series products (SMA 200, 210, 400, 410, and 500v) to upgrade to the mentioned fixed release version to address these vulnerabilities,""SonicWall saidin a Wednesday advisory. Successful exploitation of CVE-2025-32819 allows threat actors to delete the primary SQLite database, reset the password of the default SMA admin user, and log in as admin to the SMA web interface. Next, they can exploit the CVE-2025-32820 path traversal vulnerability to make the /bin folder writable and then gain remote code execution as root by exploiting CVE-2025-32821. ""An attacker with access to an SMA SSLVPN user account can chain these vulnerabilities to make a sensitive system directory writable, elevate their privileges to SMA administrator, and write an executable file to a system directory. This chain results in root-level remote code execution,""Rapid7 said. ""Based on known (private) IOCs and Rapid7 incident response investigations, we believe this vulnerability may have been used in the wild."" SonicWall advised admins to check their SMA devices' logs for any signs of unauthorized logins and enable the web application firewall and multifactor authentication (MFA) on their SMA100 appliances as a safety measure. Last week, SonicWall warned customers that two other vulnerabilities (CVE-2023-44221andCVE-2024-38475) affecting SMA appliances are now actively exploited in attacks to inject commands and execute code remotely. The companyflagged another high-severity flaw(CVE-2021-20035) as exploited in remote code execution attacks targeting SMA100 VPN appliances in April. One day later, cybersecurity company Arctic Wolf revealed the security bug had been under active exploitationsince at least January 2025. In January, SonicWall also urged admins to patch acritical flaw in SMA1000 secure access gatewaysexploited in zero-day attacks, and one month later warned of anactively exploited authentication bypass flawimpacting Gen 6 and Gen 7 firewalls that lets hackershijack VPN sessions. Based on an analysis of 14M malicious actions, discover the top 10 MITRE ATT&CK techniques behind 93% of attacks and how to defend against them. SonicWall warns of more VPN flaws exploited in attacks SonicWall SMA VPN devices targeted in attacks since January CISA tags recently patched Chrome bug as actively exploited Google tags a tenth Chrome zero-day as exploited this year SAP patches second zero-day flaw exploited in recent attacks"
CVE-2025-27007,2025-05-07,bleeping computer,"Hackers are exploiting a critical unauthenticated privilege escalation vulnerability in the OttoKit WordPress plugin to create rogue admin accounts on targeted sites. OttoKit (formerly SureTriggers) is a WordPress automation and integration plugin used in over 100,000 sites, allowing users to connect their websites to third-party services and automate workflows. Patchstack received a report about a critical vulnerability in OttoKit on April 11, 2025, from researcher Denver Jackson. The flaw, tracked under the identifier CVE-2025-27007, allows attackers to gain administrator access via the plugin's API by exploiting a logic error in the 'create_wp_connection' function, bypassing authentication checks when application passwords aren't set. The vendor was informed the next day, and a patch was released on April 21, 2025, with OttiKit version 1.0.83, adding a validation check for the access key used in the request. By April 24, 2025, most plugin users had been force-updated to the patched version. Patchstack publishedits reporton May 5, 2025, but a new update warns that exploitation activity started roughly 90 minutes after public disclosure. Attackers attempted exploitation by targeting REST API endpoints, sending requests mimicking legitimate integration attempts, using 'create_wp_connection' with guessed or brute-forced administrator usernames, random passwords, and fake access keys and email addresses. Once the initial exploit was successful, attackers issued follow-up API calls to '/wp-json/sure-triggers/v1/automation/action' and '?rest_route=/wp-json/sure-triggers/v1/automation/action,' including the payload value: ""type_event"": ""create_user_if_not_exists."" On vulnerable installations, this silently creates new administrator accounts. ""It is strongly recommended to update your site as soon as possible if you are using the OttoKit plugin, and to review your logs and site settings for these indicators of attack and compromise,"" suggests Patchstack. This is the second critical severity flaw in OttoKit that hackers have exploited since April 2025, with the previous being another authentication bypass bug tracked asCVE-2025-3102. Exploitation of that flaw started on the same day of disclosure, with threat actors attempting to create rogue administrator accounts with randomized usernames, passwords, and email addresses, indicating automated attempts. Based on an analysis of 14M malicious actions, discover the top 10 MITRE ATT&CK techniques behind 93% of attacks and how to defend against them. Hackers exploit WordPress plugin auth bypass hours after disclosure SAP fixes suspected NetWeaver zero-day exploited in attacks WooCommerce admins targeted by fake security patches that hijack sites New Mirai botnet behind surge in TVT DVR exploitation Newest Ivanti SSRF zero-day now under mass exploitation"
CVE-2025-3102,2025-05-07,bleeping computer,"Hackers are exploiting a critical unauthenticated privilege escalation vulnerability in the OttoKit WordPress plugin to create rogue admin accounts on targeted sites. OttoKit (formerly SureTriggers) is a WordPress automation and integration plugin used in over 100,000 sites, allowing users to connect their websites to third-party services and automate workflows. Patchstack received a report about a critical vulnerability in OttoKit on April 11, 2025, from researcher Denver Jackson. The flaw, tracked under the identifier CVE-2025-27007, allows attackers to gain administrator access via the plugin's API by exploiting a logic error in the 'create_wp_connection' function, bypassing authentication checks when application passwords aren't set. The vendor was informed the next day, and a patch was released on April 21, 2025, with OttiKit version 1.0.83, adding a validation check for the access key used in the request. By April 24, 2025, most plugin users had been force-updated to the patched version. Patchstack publishedits reporton May 5, 2025, but a new update warns that exploitation activity started roughly 90 minutes after public disclosure. Attackers attempted exploitation by targeting REST API endpoints, sending requests mimicking legitimate integration attempts, using 'create_wp_connection' with guessed or brute-forced administrator usernames, random passwords, and fake access keys and email addresses. Once the initial exploit was successful, attackers issued follow-up API calls to '/wp-json/sure-triggers/v1/automation/action' and '?rest_route=/wp-json/sure-triggers/v1/automation/action,' including the payload value: ""type_event"": ""create_user_if_not_exists."" On vulnerable installations, this silently creates new administrator accounts. ""It is strongly recommended to update your site as soon as possible if you are using the OttoKit plugin, and to review your logs and site settings for these indicators of attack and compromise,"" suggests Patchstack. This is the second critical severity flaw in OttoKit that hackers have exploited since April 2025, with the previous being another authentication bypass bug tracked asCVE-2025-3102. Exploitation of that flaw started on the same day of disclosure, with threat actors attempting to create rogue administrator accounts with randomized usernames, passwords, and email addresses, indicating automated attempts. Based on an analysis of 14M malicious actions, discover the top 10 MITRE ATT&CK techniques behind 93% of attacks and how to defend against them. Hackers exploit WordPress plugin auth bypass hours after disclosure SAP fixes suspected NetWeaver zero-day exploited in attacks WooCommerce admins targeted by fake security patches that hijack sites New Mirai botnet behind surge in TVT DVR exploitation Newest Ivanti SSRF zero-day now under mass exploitation"
CVE-2025-29824,2025-05-07,bleeping computer,"The Play ransomware gang has exploited a high-severity Windows Common Log File System flaw in zero-day attacks to gain SYSTEM privileges and deploy malware on compromised systems. The vulnerability, tracked asCVE-2025-29824, was tagged by Microsoft as exploited in a limited number of attacks and patched duringlast month's Patch Tuesday. ""The targets include organizations in the information technology (IT) and real estate sectors of the United States, the financial sector in Venezuela, a Spanish software company, and the retail sector in Saudi Arabia,""Microsoft said in April. Microsoft linked these attacks to the RansomEXX ransomware gang, saying the attackers installed the PipeMagic backdoor malware, which was used to drop the CVE-2025-29824 exploit, deploy ransomware payloads, and ransom notes after encrypting files. Since then, Symantec's Threat Hunter Team has also found evidence linking them to the Play ransomware-as-a-service operation, saying the attackers deployed a CVE-2025-29824 zero-day privilege escalation exploit after breaching a U.S. organization's network. ""Although no ransomware payload was deployed in the intrusion, the attackers deployed the Grixba infostealer, which is a custom tool associated with Balloonfly, the attackers behind the Play ransomware operation,""Symantec said. ""Balloonfly is a cybercrime group that has been active since at least June 2022 and uses the Play ransomware (also known as PlayCrypt) in attacks."" The Grixba custom network-scanning and information-stealing toolwas first spotted two years ago, and Play ransomware operators typically use it to enumerate users and computers in compromised networks. The Play cybercrime gang surfaced in June 2022 and is also known for double-extortion attacks, in which its affiliates pressure victims into paying ransoms to avoid having their stolen data leaked online. In December 2023, the FBIissued a joint advisorywith CISA and the Australian Cyber Security Centre (ACSC), warning that the Play ransomware gang had breached the networks of around 300 organizations worldwide as of October 2023. Previous notable Play ransomware victims include cloud computing companyRackspace, car retailer giantArnold Clark, theCity of Oaklandin California,Dallas County, theBelgian city of Antwerp, and, more recently, American semiconductor supplierMicrochip Technologyanddoughnut chain Krispy Kreme. Based on an analysis of 14M malicious actions, discover the top 10 MITRE ATT&CK techniques behind 93% of attacks and how to defend against them. Microsoft: Windows CLFS zero-day exploited by ransomware gang Microsoft: Windows 'inetpub' folder created by security fix, don’t delete New Windows zero-day exploited by 11 state hacking groups since 2017 New 'Defendnot' tool tricks Windows into disabling Microsoft Defender Windows 11 and Red Hat Linux hacked on first day of Pwn2Own"
CVE-2019-3568,2025-05-07,bleeping computer,"A U.S. federal jury has ordered Israeli spyware vendor NSO Group to pay WhatsApp $167,254,000 in punitive damages and $444,719 in compensatory damages for a 2019 campaign that targeted 1,400 users of the communication app. The verdict is considered a landmark case for being the first time a spyware vendor is held accountable in court, and could send ripples across the commercial spyware industry. ""Today's verdict in WhatsApp's case is an important step forward for privacy and security as the first victory against the development and use of illegal spyware that threatens the safety and privacy of everyone,"" commented Meta, WhatsApp's owner, inan announcement. ""Today, the jury's decision to force NSO, a notorious foreign spyware merchant, to pay damages is a critical deterrent to this malicious industry against their illegal acts aimed at American companies and the privacy and security of the people we serve."" The fines stem from a May 2019 campaign when NSO attempted to infect 1,400 WhatsApp users with its Pegasus spyware using a WhatsApp zero-day vulnerability. It was later revealed that the vulnerability NSO leveraged during this operation wasCVE-2019-3568, a buffer overflow in the WhatsApp VOIP stack, allowing attackers to send specially crafted RTCP packets to a target phone number to achieveremote code execution. When recipients received these calls, even if they did not answer, the vulnerability was automatically exploited, allowing Pegasus to be installed on devices. Meta filed the lawsuit against NSO Group on October 29, 2019, in the U.S. District Court for the Northern District of California, alleging that NSO had exploited a vulnerability in WhatsApp's calling feature to deliver its Pegasus spyware to approximately 1,400 users. Although NSO Group claims that its products are used by law enforcement tackling serious crime, Meta confirmed that the targets included human rights activists, journalists, and diplomats. The trial that included NSO executives' testimonies revealed that the spyware vendor is directly involved in infection operations, so they have direct liability. Also, they were forced to admit they spent tens of millions in USD to develop multiple infection channels besides WhatsApp. Court documentsalso revealedthat the NSO Group used at least one more zero-day vulnerability in WhatsApp software to target users with spyware even after Meta's lawsuit had been submitted. On December 23, 2024, Judge Phyllis J. Hamiltonruledthat NSO Group is liable for violating U.S. hacking laws and WhatsApp's Terms of Service, granting partial summary judgment in WhatsApp's favor and moving the case to a jury trial to determine damages. Finally, WhatsApp was awarded punitive damage compensation of $167,254,000, plus an extra $444,719 compensation for the incident investigation, vulnerability patching, and user notification. CitizenLab researcher John Scott-Railton welcomed the court's decision andwarned spyware firmsthey could be next. For those interested in diving deeper into the details, Meta has published transcribed NSO Group depositions (1,2,3,4). Based on an analysis of 14M malicious actions, discover the top 10 MITRE ATT&CK techniques behind 93% of attacks and how to defend against them. WhatsApp patched zero-click flaw exploited in Paragon spyware attacks WhatsApp unveils 'Private Processing' for cloud-based AI features WhatsApp's new Advanced Chat Privacy protects sensitive messages WhatsApp flaw can let attackers run malicious code on Windows PCs WhatsApp's Meta AI is now rolling out in Europe, and it can't be turned off"
CVE-2025-26647,2025-05-07,bleeping computer,"Microsoft says the April 2025 security updates are causing authentication issues on some Windows Server 2025 domain controllers. The list of impacted platforms includes Windows Server 2016, Windows Server 2019, Windows Server 2022, and the latest version, Windows Server 2025. However, as the company further explained, home users are unlikely to be affected by this known issue since domain controllers are typically used for business and enterprise authentication. ""After installing the April Windows monthly security update released April 8, 2025 (KB5055523) or later, Active Directory Domain Controllers (DC) might experience issues when processing Kerberos logons or delegations using certificate-based credentials that rely on key trust via the Active Directory msds-KeyCredentialLink field,"" Microsoft said in a Windows release health update. ""This can result in authentication issues in Windows Hello for Business (WHfB) Key Trust environments or environments that have deployed Device Public Key Authentication (also known as Machine PKINIT)."" These problems could also impact software relying on these two features for authentication, including but not limited to third-party single sign-on (SSO) solutions, identity management systems, and smart card authentication products. Affected auth protocols include Kerberos Public Key Cryptography for Initial Authentication (Kerberos PKINIT) and Certificate-based Service-for-User Delegation (S4U) via Kerberos Resource-Based Constrained Delegation (RBKCD or A2DF Delegation) or Kerberos Constrained Delegation (KCD or A2D2 Delegation). According to Microsoft, these issues arelinked to security measuresdesigned to mitigate a high-severity vulnerability tracked asCVE-2025-26647that can let authenticated attackers escalate privileges remotely by exploiting an improper input validation weakness in Windows Kerberos, whichsuperseded NTLMas the new default auth protocol for domain-connected devices on all Windows versions released since Windows 2000. ""An attacker who successfully exploited this vulnerability could be assigned much greater rights by the Key Distribution Center to the certificate than intended,"" Redmond explains. ""An authenticated attacker could exploit this vulnerability by obtaining a certificate containing the target Subject Key Identifier (SKI) value from a Certificate Authority (CA). The attacker could then use this certificate to get a Ticket Granting Ticket (TGT) for the target user from the Key Distribution Center (KDC)."" As a workaround, affected customers are advised to switch the AllowNtAuthPolicyBypass registry value in HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Kdc from ""2"" to ""1"" as detailed inthis support document. Last month, Microsoftmitigated another known issuecausing authentication problems on Windows 11 and Windows Server 2025 devices using the Kerberos PKINIT security protocol when Credential Guard is enabled. Redmond also released emergency out-of-band (OOB) updates in November 2022 tofix a bug causing Kerberos sign-in failuresand other auth problems on domain controllers. One year earlier, itaddressed authentication failuresrelated to Kerberos delegation scenarios on Windows Server andsimilar Kerberos auth problemsimpacting domain-connected devices running Windows 2000 and later. Based on an analysis of 14M malicious actions, discover the top 10 MITRE ATT&CK techniques behind 93% of attacks and how to defend against them. Microsoft fixes auth issues on Windows Server, Windows 11 24H2 Microsoft: April 2025 updates break Windows Hello on some PCs Microsoft: Windows Server 2025 restarts break connectivity on some DCs Microsoft fixes Windows Server 2025 blue screen, install issues New Windows Server emergency updates fix container launch issue"
CVE-2025-30065,2025-05-06,bleeping computer,"A proof-of-concept exploit tool has been publicly released for a maximum severity Apache Parquet vulnerability, tracked as CVE-2025-30065, making it easy to find vulnerable servers. The tool was released by F5 Labs researchers who investigated the vulnerability after finding that multiple existing PoCs were either weak or completely non-functional. The tool serves as proof of CVE-2025-30065's practical exploitability and can also help administrators evaluate their environments and secure servers. Apache Parquet is an open-source, columnar storage format designed for efficient data processing, widely used by big data platforms and organizations engaged in data engineering and analytics. The flaw was first disclosed on April 1, 2025, following an earlier discovery by Amazon researcher Keyi Li. It was categorized as a remote code execution impacting all versions of Apache Parquet up to and including 1.15.0. From a technical perspective, CVE-2025-30065 is a deserialization flaw in the parquet-avro module of Apache Parquet Java, where the library fails to restrict which Java classes can be instantiated when reading Avro data embedded in Parquet files. On April 2, 2025,Endor Labspublished a write-up warning about the risk of exploitation and its potential impact on systems that import Parquet files from external points. Subsequent analysis by F5 Labs shows that the flaw is not a full deserialization RCE but can still be misused if a class has side effects during instantiation, like when making a network request from the vulnerable system to an attacker-controlled server. However, the researchers concluded that practical exploitation is difficult, and CVE-2025-30065 has limited value to attackers. ""While Parquet and Avro are used widely, this issue requires a specific set of circumstances that isn't all that likely in general,""reads the F5 Labs report. ""Even then, this CVE only allows attackers to trigger the instantiation of a Java object which then must have a side effect that is useful for the attacker."" Despite the low likelihood of exploitation, the researchers admit that some organizations process Parquet files from external, often unverified sources, and hence the risk is significant in some environments. For this reason, F5 Labs created a ""canary exploit"" tool (available on GitHub) that triggers an HTTP GET request via instantiation of javax.swing.JEditorKit, allowing users to verify exposure. Besides using the tool, it is recommended to upgrade to Apache Parquet version 15.1.1 or later, and configure 'org.apache.parquet.avro.SERIALIZABLE_PACKAGES' to restrict which packages are allowed for deserialization. Based on an analysis of 14M malicious actions, discover the top 10 MITRE ATT&CK techniques behind 93% of attacks and how to defend against them. Max severity RCE flaw discovered in widely used Apache Parquet Samsung MagicINFO 9 Server RCE flaw now exploited in attacks Critical Langflow RCE flaw exploited to hack AI app servers Critical RCE flaw in Apache Tomcat actively exploited in attacks Google fixes high severity Chrome flaw with public exploit"
CVE-2024-7399,2025-05-06,bleeping computer,"Hackers are exploiting an unauthenticated remote code execution (RCE) vulnerability in the Samsung MagicINFO 9 Server to hijack devices and deploy malware. Samsung MagicINFO Server is a centralized content management system (CMS) used to remotely manage and control digital signage displays made by Samsung. It is used by retail stores, airports, hospitals, corporate buildings, and restaurants, where there's a need to schedule, distribute, display, and monitor multimedia content. The server component features a file upload functionality intended for updating display content, but hackers are abusing it to upload malicious code. The flaw, tracked underCVE-2024-7399, was first publiclydisclosed in August 2024when it was fixed as part of the release of version 21.1050. The vendor described the vulnerability as an ""Improper limitation of a pathname to a restricted directory vulnerability in Samsung MagicINFO 9 Server [that] allows attackers to write arbitrary file as system authority."" On April 30, 2025, security researchers at SSD-Disclosure published adetailed write-upalong with a proof-of-concept (PoC) exploit that achieves RCE on the server without any authentication using a JSP web shell. The attacker uploads a malicious .jsp file via an unauthenticated POST request, exploiting path traversal to place it in a web-accessible location. By visiting the uploaded file with a cmd parameter, they can execute arbitrary OS commands and see the output in the browser. Arctic Wolf now reports that the CVE-2024-7399 flaw is actively exploited in attacks a few days after the PoC's release, indicating that threat actors adopted the disclosed attack method in real operations. ""Given the low barrier to exploitation and the availability of a public PoC, threat actors are likely to continue targeting this vulnerability,""warned Arctic Wolf. Another active exploitation confirmation comes from threat analystJohannes Ullrich, who reported seeing a Mirai botnet malware variant leveraging CVE-2024-7399 to take over devices. Given the active exploitation status of the flaw, it is recommended that system administrators take immediate action to patch CVE-2024-7399 by upgrading the Samsung MagicINFO Server to version 21.1050 or later. Update 5/7- There's some debase as to whether or not the flaw targeted by SSD-Disclosure's PoC is in fact CVE-2024-7399 or an unfixed zero-day vulnerability, with HuntressLabs security researchersreportingthat Samsung's download portal doesn't even offer the latest firmware version when attempting to download it from the official website. Based on an analysis of 14M malicious actions, discover the top 10 MITRE ATT&CK techniques behind 93% of attacks and how to defend against them. Critical Langflow RCE flaw exploited to hack AI app servers New Mirai botnet behind surge in TVT DVR exploitation Fortinet fixes critical zero-day exploited in FortiVoice attacks SAP fixes suspected NetWeaver zero-day exploited in attacks Active! Mail RCE flaw exploited in attacks on Japanese orgs"
CVE-2025-3248,2025-05-06,bleeping computer,"The U.S. Cybersecurity & Infrastructure Security Agency (CISA) has tagged a Langflow remote code execution vulnerability as actively exploited, urging organizations to apply security updates and mitigations as soon as possible. The vulnerability is tracked as CVE-2025-3248 and is a critical unauthenticated RCE flaw that allows any attacker on the internet to take full control of vulnerable Langflow servers by exploiting an API endpoint flaw. Langflow is an open-source visual programming tool for building LLM-powered workflows using LangChain components. It provides a drag-and-drop interface to create, test, and deploy AI agents or pipelines without writing full backend code. The tool, which has nearly 60k stars and 6.3k forks on GitHub, is used by AI developers, researchers, and startups, for prototyping chatbots, data pipelines, agent systems, and AI applications. Langflow exposes an endpoint (/api/v1/validate/code) designed to validate user-submitted code. In vulnerable versions, this endpoint does not safely sandbox or sanitize the input, allowing an attacker to send malicious code to that endpoint and have it executed directly on the server. CVE-2025-3248 was fixed inversion 1.3.0, released on April 1, 2025, so it's recommended to upgrade to that version or later to mitigate the risks that arise from the flaw. The patch wasminimal, just adding authentication for the vulnerable endpoint, involving no sandboxing or hardening. The latest Langflow version,1.4.0, was released earlier today and contains a long list of fixes, so users should upgrade to this release. Horizon3 researchers published anin-depth technical blogabout the flaw on April 9, 2025, including a proof-of-concept exploit. The researchers warned about the high likelihood of exploitation for CVE-2025-3248, identifying at least 500 internet-exposed instances at the time. Those who cannot upgrade to a safe version immediately are recommended to restrict network access to Langflow by putting it behind a firewall, authenticated reverse proxy, or VPN. Also, direct internet exposure is discouraged. CISA hasgiven federal agenciesuntil May 26, 2025, to apply the security update or mitigations or stop using the software. CISA has not provided any specific details about the observed exploitation activity and has stated that it is currently unknown whether ransomware groups are exploiting the vulnerability. For users of Langflow, it's important to bear in mind Horizon3's remarks about the tool's design, which, according to them, has poor privilege separation, no sandbox, and a history of RCEs ""by design"" stemming from its nature and intended functionality. CVE-2025-3248 is the first truly unauthenticated RCE flaw in Langflow, and given its active exploitation status, immediate action is required. Based on an analysis of 14M malicious actions, discover the top 10 MITRE ATT&CK techniques behind 93% of attacks and how to defend against them. Samsung MagicINFO 9 Server RCE flaw now exploited in attacks Fortinet fixes critical zero-day exploited in FortiVoice attacks SAP fixes suspected NetWeaver zero-day exploited in attacks CISA flags Craft CMS code injection flaw as exploited in attacks Active! Mail RCE flaw exploited in attacks on Japanese orgs"
CVE-2025-27363,2025-05-06,bleeping computer,"Google has released the May 2025 security updates for Android with fixes for 45 security flaws, including an actively exploited zero-click FreeType 2 code execution vulnerability. FreeType is a popular open-source font rendering library that displays and programmatically adds text to images. The flaw, tracked as CVE-2025-27363, is a high-severity arbitrary code execution bugdiscovered by Facebooksecurity researchers in March 2025. It impacts all FreeType versions up to 2.13, which was released on February 9, 2023, and addresses the vulnerability. ""There are indications that CVE-2025-27363 may be under limited, targeted exploitation,""reads the bulletin. Neither Facebook nor Google disclosed details about how the flaw is used in attacks. However,Facebook's disclosurein March explains that it can be exploited when FreeType parses a malicious TrueType GX or variable fonts file, leading to code execution. ""An out of bounds write exists in FreeType versions 2.13.0 and below (newer versions of FreeType are not vulnerable) when attempting to parse font subglyph structures related to TrueType GX and variable font files,"" reads Facebook's disclosure. ""The vulnerable code assigns a signed short value to an unsigned long and then adds a static value causing it to wrap around and allocate too small of a heap buffer. The code then writes up to 6 signed long integers out of bounds relative to this buffer. This may result in arbitrary code execution."" The rest of the flaws fixed by Google this month concern problems in Framework, System, Google Play, and the Android Kernel, as well as security gaps in proprietary components from MediaTek, Qualcomm, Arm, and Imagination Technologies. All the flaws in core Android components are rated high severity, with most being elevation of privilege problems. The released fixes concern Android versions 13, 14, and 15, though not all vulnerabilities impact all three. Android 12 reached the end of support on March 31, 2025, so it's no longer receiving security fixes. However, it (and older versions) may be impacted by some of the vulnerabilities listed in the latest bulletin. Google regularly incorporates critical fixes for those devices via the Google Play system update channel, though specific fixes to actively exploited flaws aren't guaranteed for older devices. Android users on versions older than 13 are recommended to consider third-party Android distributions that incorporate security fixes for unsupported devices or move to a newer model that is supported by its OEM. To apply the latest Android update, go toSettings > Security & privacy > System & updates > Security update > click 'Check for update.'(the process may vary per OEM/model). Based on an analysis of 14M malicious actions, discover the top 10 MITRE ATT&CK techniques behind 93% of attacks and how to defend against them. Android 16 expands 'Advanced Protection' with device-level security Google fixes Android zero-days exploited in attacks, 60 other flaws Verizon Call Filter API flaw exposed customers' incoming call history CISA tags recently patched Chrome bug as actively exploited Google fixes high severity Chrome flaw with public exploit"
CVE-2021-26855,2025-05-02,bleeping computer,"A 36-year-old Yemeni national, who is believed to be the developer and primary operator of 'Black Kingdom' ransomware, has been indicted by the United States for conducting 1,500 attacks on Microsoft Exchange servers. The suspect, Rami Khaled Ahmed, is accused of deploying the Black Kingdom malware on roughly 1,500 computers in the United States and abroad, demanding ransom payments of $10,000 in Bitcoin. ""According to the indictment, from March 2021 to June 2023, Ahmed and others infected computer networks of several U.S.-based victims, including a medical billing services company in Encino, a ski resort in Oregon, a school district in Pennsylvania, and a health clinic in Wisconsin,""explains a U.S. Department of Justice announcement. ""When the malware was successful, the ransomware then created a ransom note on the victim's system that directed the victim to send $10,000 worth of Bitcoin to a cryptocurrency address controlled by a co-conspirator and to send proof of this payment to a Black Kingdom email address,"" reads another part of the announcement. The U.S. DoJ highlights that Ahmed designed Black Kingdom ransomware to exploit a vulnerability in Microsoft Exchange for initial access to targeted computers. This was first reported in March 2021 by researcherMarcus Hutchins, who discovered web shells deployed by Black Kingdom ransomware operators on Exchange servers vulnerable to ProxyLogon attacks. TheProxyLogonflaw refers to a set of critical vulnerabilities in Microsoft Exchange Server that were first disclosed and exploited in early 2021. The flaws are CVE-2021-26855 (Server-Side Request Forgery used for initial access), CVE-2021-26857 (insecure deserialization used for privilege escalation to SYSTEM), and CVE-2021-26858 and CVE-2021-27065 (arbitrary file write used for writing web shells to servers). Soon, Microsoft confirmed that Black Kingdom hadcompromised 1,500 Exchange serversby leveraging ProxyLogon flaws. In June 2020, it was revealed that Black Kingdomtargeted CVE-2019-11510, a critical vulnerability affecting Pulse Secure VPN, to breach corporate networks and deploy their file lockers. For his Black Kingdom attacks, Ahmed now faces charges of conspiracy, intentional damage to a protected computer, and threatening damage to a protected computer. If convicted, Ahmed faces a statutory maximum sentence of five years in federal prison for each count, totaling up to 15 years. The U.S. DoJ states that Ahmed is believed to be residing in Yemen. Based on an analysis of 14M malicious actions, discover the top 10 MITRE ATT&CK techniques behind 93% of attacks and how to defend against them. Germany takes down eXch cryptocurrency exchange, seizes servers Microsoft: Exchange 2016 and 2019 reach end of support in six months Microsoft: Outdated Exchange servers fail to auto-mitigate security bugs Texas State Bar warns of data breach after INC ransomware claims attack UK fines software provider £3.07 million for 2022 ransomware breach"
